type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district,type_count
['ถนน'],61 ซอย บางกระดี่ 19 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ถนน'],ดำเนินการตรวจสอบแก้ไขให้ครับ,กำลังดำเนินการ,100.40908,13.62802,กรุงเทพมหานคร,เขตบางขุนเทียน,1
"['สะพาน', 'ถนน']","พหลโยธิน : 2/11 ซอย 27, พหลโยธิน, แขวงจตุจักร เขตจตุจักร กทม, 10900 แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",2023-05-17,"['สะพาน', 'ถนน']",สำนักการโยธา กทม. เชิญร่วมไปยัง ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),ส่งต่อ(ใหม่),100.5565,13.80726,กรุงเทพมหานคร,เขตจตุจักร,2
"['ความปลอดภัย', 'ถนน']",596 นครไทย ซอย 17 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ความปลอดภัย', 'ถนน']",เขตบางกะปิ เชิญร่วมไปยัง ฝ่ายรักษาความสะอาดฯ เขตบางกะปิ,กำลังดำเนินการ,100.63001,13.77877,กรุงเทพมหานคร,เขตบางกะปิ,2
['ถนน'],1349 6 ซอย เมน หมู่บ้านปัญญา แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,['ถนน'],เขตสวนหลวง ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.61626,13.74096,กรุงเทพมหานคร,แขวงสวนหลวง,1
['น้ำท่วม'],89/2 เอกชัย บางบอนเหนือ เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['น้ำท่วม'],กองการกีฬา สำนักวัฒนธรรม กีฬา และการท่องเที่ยว รับทราบพร้อมทั้งจะดำเนินการตรวจสอบและชี้แจงเรื่องดังกล่าวต่อไป,ส่งต่อ(ใหม่),100.39673,13.64444,กรุงเทพมหานคร,เขตบางบอน,1
"['ถนน', 'แสงสว่าง']",224 ซอย วิภาวดีรังสิต 22 ตลาดลุงเพิ่ม ซอย 4 ถนน วิภาวดีรังสิต แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,"['ถนน', 'แสงสว่าง']",การไฟฟ้านครหลวง เขตบางเขน ทราบครับ,ส่งต่อ(ใหม่),100.56249,13.80613,กรุงเทพมหานคร,เขตจตุจักร,2
"['กีดขวาง', 'จราจร']",494 ถ. ราชดำริ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-17,"['กีดขวาง', 'จราจร']",เขตปทุมวัน ส่งต่อไปยัง สน.ลุมพินี,ส่งต่อ(ใหม่),100.54032,13.74425,กรุงเทพมหานคร,เขตปทุมวัน,2
['ต้นไม้'],272/1 ถนน รามคำแหง แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ต้นไม้'],"สำนักงานหลักประกันสุขภาพแห่งชาติ (สปสช.) ส่งต่อไปยัง เขตบางกะปิ
เนื่องจาก สำนักงานหลักประกันสุขภาพแห่งชาติ (สปสช.) ส่งต่อไปยัง เขตบางกะปิ",รอรับเรื่อง,100.6587,13.75726,กรุงเทพมหานคร,เขตบางกะปิ,1
[''],479/419 ถนน ประชาสงเคราะห์ แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,[''],เขตดินแดง เชิญร่วมไปยัง ฝ่ายสิ่งแวดล้อมฯ เขตดินแดง,กำลังดำเนินการ,100.55957,13.76378,กรุงเทพมหานคร,เขตดินแดง,1
"['แสงสว่าง', 'สอบถาม']",11 ถ. พระรามที่ ๖ แขวงรองเมือง เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-17,"['แสงสว่าง', 'สอบถาม']",อยู่ระหว่างดำเนินการตรวจสอบ,กำลังดำเนินการ,100.5214,13.75018,กรุงเทพมหานคร,เขตปทุมวัน,2
['ทางเท้า'],240 101 ถ. ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ทางเท้า'],เขตบางกะปิ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.62955,13.77667,กรุงเทพมหานคร,เขตบางกะปิ,1
