type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district
การเดินทาง,164 ถนน เทศบาล สาย แขวงวัดกัลยา เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-18,"['สะพาน', 'จราจร', 'สอบถาม', 'การเดินทาง']",เขตธนบุรี ส่งต่อไปยัง กรมเจ้าท่า (Marine Department),ส่งต่อ(ใหม่),100.49561,13.73771,กรุงเทพมหานคร,เขตธนบุรี
ถนน,46 ซอย อยู่วิทยา 9 แขวงกระทุ่มราย เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-18,"['ถนน', 'สะพาน']",เขตหนองจอก ส่งต่อไปยัง การไฟฟ้านครหลวง เขตมีนบุรี,ส่งต่อ(ใหม่),100.8759,13.83929,กรุงเทพมหานคร,เขตหนองจอก
สะพาน,46 ซอย อยู่วิทยา 9 แขวงกระทุ่มราย เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-18,"['ถนน', 'สะพาน']",เขตหนองจอก ส่งต่อไปยัง การไฟฟ้านครหลวง เขตมีนบุรี,ส่งต่อ(ใหม่),100.8759,13.83929,กรุงเทพมหานคร,เขตหนองจอก
ถนน,26/318 รามอินทรา 99 แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-18,['ถนน'],เขตคันนายาว เชิญร่วมไปยัง ฝ่ายโยธา เขตคันนายาว,กำลังดำเนินการ,100.68225,13.82595,กรุงเทพมหานคร,เขตคันนายาว
ถนน,วงศ์สว่าง แขวงวงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-18,['ถนน'],ฝ่ายปกครอง เขตบางซื่อ รับเรื่องประสานผู้เกี่ยวข้องเพื่อตรวจสอบดำเนินการแก้ไขค่ะ,กำลังดำเนินการ,100.5265,13.82991,กรุงเทพมหานคร,เขตบางซื่อ
ความปลอดภัย,"สำนักงานเขตทวีวัฒนา Soi Utthayan 5, Thawi Watthana, Bangkok : 1 ซ. อุทยาน 5 แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย",2023-05-18,"['ความปลอดภัย', 'แสงสว่าง', 'ถนน', 'คนจรจัด', 'สัตว์จรจัด', 'ร้องเรียน']",เขตทวีวัฒนา ส่งต่อไปยัง การไฟฟ้านครหลวง MEA,ส่งต่อ(ใหม่),100.35313,13.77294,กรุงเทพมหานคร,เขตทวีวัฒนา
แสงสว่าง,"สำนักงานเขตทวีวัฒนา Soi Utthayan 5, Thawi Watthana, Bangkok : 1 ซ. อุทยาน 5 แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย",2023-05-18,"['ความปลอดภัย', 'แสงสว่าง', 'ถนน', 'คนจรจัด', 'สัตว์จรจัด', 'ร้องเรียน']",เขตทวีวัฒนา ส่งต่อไปยัง การไฟฟ้านครหลวง MEA,ส่งต่อ(ใหม่),100.35313,13.77294,กรุงเทพมหานคร,เขตทวีวัฒนา
ถนน,"สำนักงานเขตทวีวัฒนา Soi Utthayan 5, Thawi Watthana, Bangkok : 1 ซ. อุทยาน 5 แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย",2023-05-18,"['ความปลอดภัย', 'แสงสว่าง', 'ถนน', 'คนจรจัด', 'สัตว์จรจัด', 'ร้องเรียน']",เขตทวีวัฒนา ส่งต่อไปยัง การไฟฟ้านครหลวง MEA,ส่งต่อ(ใหม่),100.35313,13.77294,กรุงเทพมหานคร,เขตทวีวัฒนา
คนจรจัด,"สำนักงานเขตทวีวัฒนา Soi Utthayan 5, Thawi Watthana, Bangkok : 1 ซ. อุทยาน 5 แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย",2023-05-18,"['ความปลอดภัย', 'แสงสว่าง', 'ถนน', 'คนจรจัด', 'สัตว์จรจัด', 'ร้องเรียน']",เขตทวีวัฒนา ส่งต่อไปยัง การไฟฟ้านครหลวง MEA,ส่งต่อ(ใหม่),100.35313,13.77294,กรุงเทพมหานคร,เขตทวีวัฒนา
สัตว์จรจัด,"สำนักงานเขตทวีวัฒนา Soi Utthayan 5, Thawi Watthana, Bangkok : 1 ซ. อุทยาน 5 แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย",2023-05-18,"['ความปลอดภัย', 'แสงสว่าง', 'ถนน', 'คนจรจัด', 'สัตว์จรจัด', 'ร้องเรียน']",เขตทวีวัฒนา ส่งต่อไปยัง การไฟฟ้านครหลวง MEA,ส่งต่อ(ใหม่),100.35313,13.77294,กรุงเทพมหานคร,เขตทวีวัฒนา
